cycle,t_wake_us,wake_latency_us,period_us,bus_us,rc
436,4370077.775,77.775,10002.301,934.604,0
437,4380078.391,78.391,10000.616,939.772,0
438,4390083.119,83.119,10004.728,931.382,0
439,4400076.568,76.568,9993.449,951.049,0
440,4410084.962,84.962,10008.394,933.624,0
441,4420076.097,76.097,9991.135,930.012,0
442,4435768.081,5768.081,15691.984,938.641,0
443,4440078.366,78.366,4310.285,955.364,0
444,4450098.760,98.760,10020.394,934.327,0
445,4460079.043,79.043,9980.283,954.216,0
446,4470077.399,77.399,9998.356,952.641,0
447,4480070.553,70.553,9993.154,941.697,0
448,4490103.724,103.724,10033.171,934.215,0
449,4500078.692,78.692,9974.968,953.808,0
450,4510094.438,94.438,10015.746,937.809,0
451,4520080.498,80.498,9986.060,957.789,0
452,4530093.929,93.929,10013.431,1672.988,0
453,4540077.731,77.731,9983.802,939.198,0
454,4550069.606,69.606,9991.875,949.308,0
455,4560094.093,94.093,10024.487,971.308,0
456,4570140.875,140.875,10046.782,1030.345,0
457,4580078.362,78.362,9937.487,947.049,0
458,4590079.089,79.089,10000.727,944.141,0
459,4600074.427,74.427,9995.338,948.957,0
460,4610093.766,93.766,10019.339,937.901,0
461,4623755.394,3755.394,13661.628,931.530,0
462,4630073.628,73.628,6318.234,932.012,0
463,4640067.799,67.799,9994.171,939.698,0
464,4650084.749,84.749,10016.950,919.864,0
465,4660068.254,68.254,9983.505,937.104,0
466,4670071.074,71.074,10002.820,942.327,0
467,4680068.745,68.745,9997.671,3715.123,0
468,4690090.972,90.972,10022.227,922.512,0
469,4700072.829,72.829,9981.857,942.308,0
470,4710085.020,85.020,10012.191,929.697,0
471,4720072.265,72.265,9987.245,944.197,0
472,4730084.641,84.641,10012.376,935.808,0
473,4740069.350,69.350,9984.709,951.901,0
474,4750083.669,83.669,10014.319,940.994,0
475,4760065.971,65.971,9982.302,963.938,0
476,4770087.050,87.050,10021.079,934.827,0
477,4780072.555,72.555,9985.505,960.938,0
478,4790087.337,87.337,10014.782,936.641,0
479,4800066.139,66.139,9978.802,963.049,0
480,4810088.033,88.033,10021.894,935.272,0
481,4820073.353,73.353,9985.320,963.364,0
482,4830085.524,85.524,10012.171,947.420,0
483,4840071.900,71.900,9986.376,961.734,0
484,4850080.645,80.645,10008.745,956.901,0
485,4860070.206,70.206,9989.561,965.012,0
486,4870073.600,73.600,10003.394,967.179,0
487,4880074.086,74.086,10000.486,972.512,0
488,4890086.536,86.536,10012.450,955.401,0
489,4900069.633,69.633,9983.097,969.474,0
490,4910070.712,70.712,10001.079,975.679,0
491,4920070.143,70.143,9999.431,3760.733,0
492,4930090.574,90.574,10020.431,959.364,0
493,4940073.931,73.931,9983.357,977.715,0
494,4950076.807,76.807,10002.876,974.790,0
495,4960065.960,65.960,9989.153,980.827,0
496,4970090.687,90.687,10024.727,956.382,0
497,4980071.359,71.359,9980.672,982.086,0
498,4995765.454,5765.454,15694.095,938.216,0
499,5000066.387,66.387,4300.933,994.049,0
500,5010093.466,93.466,10027.079,962.937,0
501,5020068.490,68.490,9975.024,998.271,0
502,5030081.272,81.272,10012.782,976.252,0
503,5040079.963,79.963,9998.691,980.660,0
504,5050093.616,93.616,10013.653,972.197,0
505,5060074.288,74.288,9980.672,994.826,0
506,5070082.070,82.070,10007.782,981.345,0
507,5080073.427,73.427,9991.357,995.085,0
508,5090085.210,85.210,10011.783,988.882,0
509,5100071.937,71.937,9986.727,1001.437,0
510,5110081.553,81.553,10009.616,994.956,0
511,5120070.966,70.966,9989.413,1010.141,0
512,5130086.193,86.193,10015.227,989.993,0
513,5140073.013,73.013,9986.820,1006.642,0
514,5155755.960,5755.960,15682.947,931.845,0
515,5160069.653,69.653,4313.693,922.049,0
516,5170086.009,86.009,10016.356,993.290,0
517,5180073.774,73.774,9987.765,924.846,0
518,5190089.853,89.853,10016.079,992.067,0
519,5200068.321,68.321,9978.468,928.216,0
520,5210084.659,84.659,10016.338,1001.012,0
521,5220065.109,65.109,9980.450,934.845,0
522,5230074.484,74.484,10009.375,922.846,0
523,5240062.582,62.582,9988.098,919.567,0
524,5250081.012,81.012,10018.430,927.790,0
525,5260065.610,65.610,9984.598,919.679,0
526,5270079.615,79.615,10014.005,927.086,0
527,5280068.009,68.009,9988.394,935.216,0
528,5290073.162,73.162,10005.153,918.956,0
